moves,time_taken
83,2.938148021697998
83,3.0425732135772705
83,2.821608304977417
83,2.9790313243865967
83,3.0271294116973877
83,2.974616050720215
83,3.064826726913452
83,3.0280838012695312
83,2.9765868186950684
83,3.002349615097046
83,3.0065536499023438
83,3.0357682704925537
83,3.1153743267059326
83,3.646904945373535
83,2.991485357284546
83,2.8852155208587646
83,2.9160141944885254
83,2.9365639686584473
83,2.94728684425354
83,3.053121328353882
83,2.986839771270752
83,2.967350482940674
83,2.90891432762146
83,2.957559108734131
83,3.103991985321045
83,2.9219207763671875
83,3.045009136199951
83,3.0112438201904297
83,3.0612642765045166
83,2.965590476989746
83,3.109257936477661
83,3.443854331970215
83,3.2095956802368164
83,3.164390802383423
83,2.9594714641571045
83,3.309741973876953
83,3.04536509513855
83,3.106975793838501
83,3.0543696880340576
83,3.0314440727233887
83,3.0956404209136963
83,2.9987595081329346
83,3.049970865249634
83,2.9573423862457275
83,2.8957316875457764
83,2.859928846359253
83,2.8037075996398926
83,2.9785690307617188
83,2.931778907775879
83,2.9213738441467285
83,2.899862051010132
83,3.264408588409424
83,2.881483793258667
83,3.117888927459717
83,3.0170371532440186
83,2.883924722671509
83,2.906381607055664
83,2.9526190757751465
83,2.888310194015503
83,2.992398500442505
83,2.9527578353881836
83,2.9248433113098145
83,3.094799518585205
83,2.9629199504852295
83,3.0079262256622314
83,3.0546255111694336
83,2.9661426544189453
83,3.0719828605651855
83,2.9157187938690186
83,3.008910894393921
83,3.0042972564697266
83,3.0157976150512695
83,3.044525384902954
83,2.906036615371704
83,2.9673659801483154
83,3.0453805923461914
83,2.9556002616882324
83,2.9113729000091553
83,3.007110595703125
83,2.9800546169281006
83,3.026838541030884
83,2.9187171459198
83,3.1256864070892334
83,2.989816427230835
83,3.12504506111145
83,3.082784652709961
83,3.430755138397217
83,3.2631888389587402
83,3.187666893005371
83,3.0480074882507324
83,3.022548198699951
83,3.0762696266174316
83,2.9613747596740723
83,2.989028215408325
83,2.913785696029663
83,3.0192532539367676
83,3.600508689880371
83,3.291825532913208
83,3.2160253524780273
83,2.9449827671051025
83,2.969297409057617
83,2.8655266761779785
83,3.1816928386688232
83,3.159818649291992
83,2.9933857917785645
83,2.9160995483398438
83,3.0392282009124756
83,3.005207061767578
83,3.1057231426239014
83,3.151430130004883
83,3.030959367752075
83,3.1984236240386963
83,3.3108787536621094
83,3.648742437362671
83,3.509857416152954
83,2.897569417953491
83,3.3660061359405518
83,3.2554068565368652
83,3.18452787399292
83,3.421996831893921
83,3.3463449478149414
83,3.407454252243042
83,3.57224178314209
83,3.3891525268554688
83,3.4351887702941895
83,3.3051016330718994
83,3.3385634422302246
83,3.4566452503204346
83,3.370993137359619
83,3.4108033180236816
83,3.281409502029419
83,3.2219080924987793
83,3.103419780731201
83,3.1536431312561035
83,3.0813684463500977
83,3.1505324840545654
83,3.566739797592163
83,3.3217051029205322
83,3.215113878250122
83,3.412569761276245
83,3.2336223125457764
83,3.177483558654785
83,3.3602702617645264
83,3.2262015342712402
83,3.0306596755981445
83,3.140676736831665
83,3.015533208847046
83,3.1670358180999756
83,3.5058178901672363
83,3.6794705390930176
83,3.2834129333496094
83,3.0454976558685303
83,2.991123676300049
83,2.9939839839935303
83,3.043102741241455
83,3.0489916801452637
83,3.002716541290283
83,2.994065999984741
83,2.995854139328003
83,3.1792163848876953
83,2.9230098724365234
83,3.227778673171997
83,3.3675899505615234
83,3.022409677505493
83,3.016732931137085
83,2.9534902572631836
83,2.952833414077759
83,2.979095697402954
83,2.932079553604126
83,3.1247262954711914
83,3.33888578414917
83,3.0092976093292236
83,3.011526584625244
83,2.980222225189209
83,3.118313789367676
83,2.9938712120056152
83,3.0451884269714355
83,3.261157274246216
83,3.211158275604248
83,3.117288112640381
83,3.029655933380127
83,3.0396978855133057
83,2.9308741092681885
83,3.203831195831299
83,3.305919885635376
83,3.1956958770751953
83,3.9568932056427
83,3.9585728645324707
83,3.732715368270874
83,4.217709541320801
83,3.587261438369751
83,2.9664089679718018
83,3.036206007003784
83,3.297959327697754
83,2.9753448963165283
83,3.0056040287017822
83,3.1032426357269287
83,3.6296985149383545
83,3.3156180381774902
83,3.1042494773864746
83,3.056572198867798
83,3.099600076675415
83,3.052201509475708
83,3.2495622634887695
83,3.0753650665283203
83,3.0341360569000244
83,2.9664762020111084
83,2.9958698749542236
83,2.9977469444274902
83,2.9547269344329834
83,2.9531373977661133
83,3.0401902198791504
83,2.925010919570923
83,2.967400550842285
83,2.965221405029297
83,2.961880683898926
83,3.0540125370025635
83,2.9774792194366455
83,3.0625197887420654
83,3.053988456726074
83,3.0253021717071533
83,3.079681873321533
83,2.9964795112609863
83,3.21036434173584
83,3.259263753890991
83,3.534694194793701
83,3.797565460205078
83,3.1460721492767334
83,3.179415464401245
83,3.1711788177490234
83,3.2151122093200684
83,3.1758103370666504
83,3.149617910385132
83,3.333150625228882
83,2.901204824447632
83,2.904815435409546
83,3.0421016216278076
83,3.1658544540405273
83,2.9899141788482666
83,2.9603097438812256
83,3.4184296131134033
83,3.288625717163086
83,3.298025131225586
83,3.0049312114715576
83,3.162724018096924
83,3.3616960048675537
83,3.1962227821350098
83,2.995581865310669
83,3.1762218475341797
83,2.9897561073303223
83,2.904261589050293
83,2.983306646347046
83,3.220221519470215
83,3.1396870613098145
83,3.1362414360046387
83,2.997779130935669
83,3.0892868041992188
83,2.971651077270508
83,3.1154212951660156
83,3.2965474128723145
83,3.1578288078308105
83,3.1500298976898193
83,3.193683624267578
83,3.228349208831787
83,3.019824266433716
83,3.0414321422576904
83,3.004986047744751
83,3.181878089904785
83,3.0198428630828857
83,3.045463800430298
83,2.976818084716797
83,2.9720747470855713
83,3.1188766956329346
83,3.0309975147247314
83,2.961548328399658
83,2.9733235836029053
83,2.8995447158813477
83,2.990220069885254
83,2.9749488830566406
83,2.9907305240631104
83,3.0431430339813232
83,2.9503912925720215
83,3.0011696815490723
83,3.018502950668335
83,2.942568302154541
83,3.0184576511383057
83,2.96744441986084
83,3.015237808227539
83,2.9754409790039062
83,3.008622407913208
83,3.00958251953125
83,2.9531142711639404
83,2.991210699081421
83,2.9184558391571045
83,3.130470037460327
83,3.0441830158233643
83,3.0746588706970215
83,2.9624483585357666
83,3.043997287750244
83,3.05271053314209
83,2.981234073638916
83,2.9393703937530518
83,3.001410722732544
83,3.357032537460327
83,3.2347662448883057
83,3.7798311710357666
83,3.200394630432129
83,3.11308217048645
83,3.0899851322174072
83,3.002823829650879
83,3.00996994972229
83,3.0091612339019775
83,2.901627779006958
83,3.0940659046173096
83,3.0352659225463867
83,3.0328359603881836
83,3.0230252742767334
83,3.0084993839263916
83,3.018450975418091
83,3.0411782264709473
83,2.9638025760650635
83,3.103909969329834
83,2.9991726875305176
83,3.00376296043396
83,2.9789392948150635
83,2.963386297225952
83,3.105827808380127
83,3.3685457706451416
83,3.011545181274414
83,3.0069358348846436
83,2.934798240661621
83,2.994947910308838
83,2.9636638164520264
83,3.0167057514190674
83,3.016260862350464
83,3.0245490074157715
83,3.0071747303009033
83,2.9755735397338867
83,3.067983388900757
83,2.9955127239227295
83,2.940577745437622
83,3.0541999340057373
83,3.0087156295776367
83,3.129274368286133
83,3.2421092987060547
83,3.0491139888763428
83,3.0513668060302734
83,3.0341994762420654
83,3.0994484424591064
83,3.277852773666382
83,3.0431549549102783
83,2.9922914505004883
83,3.0509190559387207
83,3.1861209869384766
83,3.554497718811035
83,3.298746109008789
83,3.3454959392547607
83,3.3517558574676514
83,4.008931398391724
83,3.7744524478912354
83,3.732579469680786
83,3.9579033851623535
83,3.2252566814422607
83,2.986588478088379
83,3.01229190826416
83,3.261547565460205
83,3.090207815170288
83,3.0509884357452393
83,3.186868667602539
83,3.0264804363250732
83,2.9837820529937744
83,2.969573497772217
83,3.027336597442627
83,2.997020721435547
83,3.093120813369751
83,3.007390022277832
83,2.9604005813598633
83,4.098196506500244
83,3.5991151332855225
83,2.9675538539886475
83,3.027428150177002
83,3.0407423973083496
83,3.1921637058258057
83,3.15226674079895
83,3.0464017391204834
83,3.065798044204712
83,3.0229501724243164
83,3.0860798358917236
83,2.9973130226135254
83,2.9924476146698
83,3.0185751914978027
83,3.1450724601745605
83,2.9776687622070312
83,3.0683786869049072
83,3.050232410430908
83,3.0073091983795166
83,3.3020107746124268
83,2.990330696105957
83,3.1902289390563965
83,3.4831674098968506
83,3.6939780712127686
83,3.202685594558716
83,3.053173065185547
83,3.5197503566741943
83,3.095308780670166
83,3.0533339977264404
83,2.960070848464966
83,2.95951509475708
83,2.9574806690216064
83,3.125375270843506
83,3.107879161834717
83,2.9659721851348877
83,3.028397798538208
83,3.0187764167785645
83,3.0085530281066895
83,3.0980277061462402
83,3.0311119556427
83,3.022153854370117
83,3.1802172660827637
83,3.030529499053955
83,3.0809409618377686
83,3.034572124481201
83,3.096557140350342
83,3.0433194637298584
83,3.0169389247894287
83,3.0174500942230225
83,3.0797462463378906
83,3.080944776535034
83,3.0326123237609863
83,3.099994421005249
83,3.008338212966919
83,3.021717071533203
83,3.0633697509765625
83,2.977210283279419
83,3.0312774181365967
83,3.080962896347046
83,3.0253193378448486
83,3.087595224380493
83,3.0181164741516113
83,3.104443311691284
83,3.06260347366333
83,3.0008544921875
83,3.2496297359466553
83,2.9980547428131104
83,2.965120553970337
83,3.045182943344116
83,3.109750270843506
83,3.022249698638916
83,3.0223050117492676
83,3.3627841472625732
83,3.0506582260131836
83,3.1742196083068848
83,3.0212504863739014
83,3.004565715789795
83,3.0247905254364014
83,3.0409200191497803
83,3.041498899459839
83,2.9855329990386963
83,3.0813980102539062
83,3.114048957824707
83,3.0223817825317383
83,3.0254859924316406
83,3.0517122745513916
83,3.0428595542907715
83,2.9499597549438477
83,3.0427279472351074
83,3.137324810028076
83,3.009521245956421
83,3.0996551513671875
83,3.0370242595672607
83,3.009331703186035
83,3.1113317012786865
83,2.987687587738037
83,3.0765767097473145
83,3.0173683166503906
83,3.0031354427337646
83,3.086529493331909
83,3.020343780517578
83,3.0969698429107666
83,3.0867137908935547
83,2.9623970985412598
83,3.1208977699279785
83,3.211604118347168
83,2.9565789699554443
83,3.0431480407714844
83,2.973451614379883
83,3.0458076000213623
83,3.079993963241577
83,3.107902765274048
83,3.0501391887664795
83,3.080451011657715
83,3.168318033218384
83,3.057588815689087
83,2.960411548614502
83,2.9882569313049316
83,3.0072762966156006
83,2.9734206199645996
83,3.0837059020996094
83,3.1196374893188477
83,3.254103660583496
83,3.2485406398773193
83,3.0506865978240967
83,3.051785469055176
83,3.0880134105682373
83,3.1440589427948
83,3.061776638031006
83,2.9362080097198486
83,4.004392147064209
83,3.5399997234344482
83,3.5009913444519043
83,3.4106717109680176
83,3.0454561710357666
83,2.995912790298462
83,3.04520845413208
83,3.040196657180786
83,3.007021427154541
83,3.0169339179992676
83,2.988752603530884
83,3.1232526302337646
83,3.3138375282287598
83,3.0449106693267822
83,3.060844898223877
83,2.9975759983062744
83,3.0651988983154297
83,3.0476412773132324
83,2.890524387359619
83,3.107198476791382
83,2.984398126602173
83,3.0657224655151367
83,3.2770609855651855
83,3.028247117996216
83,3.2494425773620605
83,3.9273383617401123
83,3.007762908935547
83,3.1501998901367188
83,3.1241648197174072
83,3.0714900493621826
83,3.0358033180236816
83,3.11491060256958
83,2.992629051208496
83,3.3389625549316406
83,3.0639727115631104
83,3.278925657272339
83,3.7217650413513184
83,3.229898452758789
83,3.4427666664123535
83,3.217592239379883
83,3.2007172107696533
83,3.020402669906616
83,3.08201003074646
83,3.0022084712982178
83,3.1229989528656006
83,3.0445456504821777
83,3.011711597442627
83,3.1132781505584717
83,2.982090473175049
83,3.0110385417938232
83,3.121873140335083
83,2.975839853286743
83,3.122966766357422
83,3.1438424587249756
83,3.1522014141082764
83,3.163928985595703
83,2.9944822788238525
83,3.149075984954834
83,3.0167012214660645
83,3.028322696685791
83,3.058871030807495
83,2.9916622638702393
83,3.0462629795074463
83,3.045370101928711
83,3.0097618103027344
83,3.0763909816741943
83,3.083782196044922
83,3.1049749851226807
83,3.071800470352173
